RentID,RentDate,StaffID,LibrarianID,Payment
1542,2019-05-07,133,1320,Cash
1543,2018-04-26,188,132,Credit
1544,2001-05-20,153,109,Emoney
1545,2000-12-27,193,1891,Credit
1546,1997-06-17,30,746,Credit
1547,2001-08-19,7,1834,Debit
1548,2013-07-23,70,1285,Debit
1549,2018-02-05,40,780,Credit
1550,1997-05-08,77,559,Credit
1551,2007-04-11,29,1672,Emoney
1552,2020-07-02,90,76,Cash
1553,2007-12-07,65,929,Emoney
1554,2010-11-05,13,764,Emoney
1555,2014-08-10,103,1544,Credit
1556,2003-08-04,186,1572,Emoney
1557,2005-09-26,68,1300,Credit
1558,2005-01-01,69,1688,Credit
1559,2009-09-27,7,231,Cash
1560,2014-04-02,82,185,Debit
1561,1997-08-05,143,596,Emoney
1562,2000-04-03,125,1807,Debit
1563,2006-12-15,133,1773,Debit
1564,2005-04-17,127,300,Emoney
1565,2020-11-23,168,279,Emoney
1566,1996-11-09,61,1714,Debit
1567,2002-06-09,161,1622,Credit
1568,1995-09-04,15,109,Debit
1569,1995-07-16,50,1389,Cash
1570,2003-06-21,95,1755,Cash
1571,2019-06-02,111,657,Emoney
1572,2002-02-15,159,1678,Cash
1573,2003-05-13,3,1166,Credit
1574,2005-11-14,167,465,Debit
1575,2004-05-06,192,297,Debit
1576,2020-01-14,21,812,Cash
1577,2003-01-31,96,1294,Cash
1578,2007-05-04,115,495,Credit
1579,1999-11-26,195,1426,Debit
1580,2011-02-06,112,619,Cash
1581,2018-08-11,146,1804,Credit
1582,2018-07-22,126,522,Cash
1583,2015-11-14,67,642,Debit
1584,2004-05-19,54,1137,Cash
1585,2012-12-30,20,436,Credit
1586,2002-07-08,52,1248,Cash
1587,2020-09-10,108,1060,Emoney
1588,2010-06-20,176,1932,Emoney
1589,2019-02-18,149,1267,Emoney
1590,1998-03-31,173,27,Credit
1591,2016-01-20,78,647,Credit
1592,2013-03-04,60,556,Credit
1593,2003-05-11,14,682,Emoney
1594,2011-07-11,173,488,Cash
1595,2020-05-30,97,1612,Debit
1596,2011-11-05,6,836,Debit
1597,2011-10-13,4,1308,Cash
1598,2019-11-12,126,1110,Credit
1599,2003-03-11,196,1655,Emoney
1600,2020-12-30,63,764,Emoney
1601,1995-07-22,110,979,Cash
1602,1996-05-03,73,818,Emoney
1603,2007-11-22,189,1414,Debit
1604,1995-03-11,180,1802,Debit
1605,2003-08-17,117,1050,Credit
1606,2020-01-25,39,730,Emoney
1607,2008-01-20,42,419,Debit
1608,2018-06-16,143,223,Credit
1609,2003-04-27,52,1665,Credit
1610,1997-12-18,40,40,Debit
1611,2005-05-13,131,1313,Credit
1612,1995-05-31,10,1487,Emoney
1613,2015-08-09,63,1641,Emoney
1614,2004-11-07,59,1928,Cash
1615,2014-01-17,102,1973,Cash
1616,1997-11-22,169,314,Credit
1617,2009-01-23,9,1434,Cash
1618,2012-07-24,172,192,Cash
1619,2009-08-09,83,1755,Cash
1620,2012-01-08,55,1575,Debit
1621,1996-11-14,99,982,Cash
1622,2005-01-19,61,1925,Emoney
1623,2013-12-07,65,500,Cash
1624,2017-12-05,51,216,Debit
1625,2006-08-18,114,853,Cash
1626,2003-05-24,73,669,Cash
1627,1996-02-16,110,1854,Cash
1628,2002-01-11,53,4,Debit
1629,1999-02-27,161,1387,Debit
1630,2011-09-28,45,1745,Debit
1631,1997-07-30,121,422,Credit
1632,1999-01-13,81,1183,Debit
1633,2017-03-09,90,279,Cash
1634,2014-06-10,115,1554,Cash
1635,1999-01-01,110,692,Emoney
1636,2019-04-14,168,701,Credit
1637,2006-12-08,7,654,Debit
1638,2009-09-16,173,1807,Emoney
1639,2018-10-09,63,21,Credit
1640,2011-07-03,11,793,Emoney
1641,2014-12-20,178,160,Cash
1642,2012-09-27,191,933,Debit
1643,2006-05-15,96,1491,Emoney
1644,2000-02-13,112,153,Credit
1645,2008-02-06,129,143,Emoney
1646,2008-08-06,125,135,Credit
1647,2000-04-14,157,1285,Emoney
1648,2000-11-04,78,401,Credit
1649,2000-07-29,94,355,Cash
1650,2007-10-17,18,1231,Credit
1651,2002-10-20,184,1649,Credit
1652,2018-03-21,141,1865,Credit
1653,1999-08-02,56,740,Cash
1654,2005-01-05,136,571,Credit
1655,2013-05-29,102,1000,Cash
1656,2005-03-07,161,85,Cash
1657,2015-12-09,181,1591,Emoney
1658,1996-08-26,185,1560,Credit
1659,1996-05-12,84,499,Emoney
1660,2012-11-08,29,1108,Emoney
1661,2018-08-09,194,171,Emoney
1662,2015-05-23,180,1327,Emoney
1663,2000-12-10,146,1908,Cash
1664,1995-11-05,97,941,Emoney
1665,2002-08-20,197,766,Emoney
1666,2017-04-24,130,878,Credit
1667,2010-02-04,159,591,Cash
1668,2016-06-05,147,491,Debit
1669,1996-06-21,76,1711,Emoney
1670,2007-12-19,60,22,Emoney
1671,2010-03-02,63,14,Cash
1672,2004-12-18,73,937,Cash
1673,1999-10-30,176,740,Credit
1674,2019-07-01,177,1862,Cash
1675,2005-05-20,11,44,Credit
1676,2005-10-10,107,586,Debit
1677,1997-12-30,192,1107,Debit
1678,2003-06-16,82,1804,Debit
1679,1997-10-22,136,66,Emoney
1680,2009-12-18,35,536,Cash
1681,2012-05-06,26,997,Cash
1682,2004-02-04,63,1963,Debit
1683,2006-03-04,91,835,Debit
1684,2014-01-04,152,522,Debit
1685,2013-08-24,4,322,Credit
1686,2002-03-30,122,1415,Credit
1687,2009-05-31,141,844,Cash
1688,2020-04-19,174,357,Cash
1689,2002-11-23,175,1957,Cash
1690,1997-05-19,108,1550,Emoney
1691,2003-02-28,55,1953,Emoney
1692,2002-02-08,192,737,Cash
1693,2005-06-30,74,649,Debit
1694,2003-07-31,57,1701,Cash
1695,2012-10-07,21,1992,Credit
1696,2019-12-07,84,719,Cash
1697,2016-12-26,192,95,Emoney
1698,1999-11-30,144,1376,Debit
1699,2001-04-05,52,1395,Credit
1700,2002-01-24,173,1455,Cash
1701,2000-10-29,188,1390,Credit
1702,1996-08-11,104,265,Emoney
1703,2004-12-18,99,866,Debit
1704,2010-04-03,156,895,Emoney
1705,2014-01-25,98,1413,Debit
1706,2003-07-26,178,1086,Cash
1707,1998-06-11,58,399,Debit
1708,2006-08-27,88,1072,Emoney
1709,2016-05-02,157,277,Cash
1710,2004-09-01,111,437,Cash
1711,2016-08-08,130,573,Credit
1712,2006-10-15,108,84,Emoney
1713,2001-04-21,28,1035,Cash
1714,2015-05-10,73,693,Debit
1715,2019-08-15,49,1365,Credit
1716,2005-01-25,82,1539,Emoney
1717,2006-04-06,127,1204,Cash
1718,1997-09-13,94,808,Credit
1719,2007-08-28,74,1917,Cash
1720,2005-08-09,58,662,Emoney
1721,2008-03-24,15,311,Credit
1722,2012-06-11,104,814,Debit
1723,2000-04-19,6,756,Cash
1724,1999-03-07,86,1510,Debit
1725,2005-06-15,21,1826,Emoney
1726,2006-12-08,99,1873,Debit
1727,2007-07-07,41,129,Cash
1728,1996-08-07,135,983,Credit
1729,2019-11-28,67,382,Cash
1730,2018-01-03,137,7,Cash
1731,2010-05-26,131,1018,Emoney
1732,2013-04-06,150,401,Cash
1733,2009-10-21,49,792,Cash
1734,2007-01-06,141,1847,Credit
1735,2008-03-07,187,850,Emoney
1736,2008-12-30,79,384,Debit
1737,2015-12-10,34,1063,Cash
1738,2018-12-07,169,1861,Credit
1739,1999-02-26,101,1755,Emoney
1740,2010-06-18,153,997,Emoney
1741,2000-07-29,149,1095,Emoney
1742,1995-10-27,48,367,Debit
1743,2018-04-01,146,383,Debit
1744,2013-02-17,85,95,Cash
1745,2008-08-08,170,1677,Debit
1746,2016-12-18,29,1212,Credit
1747,2005-05-31,124,144,Emoney
1748,2005-07-29,141,964,Cash
1749,2007-07-23,153,702,Emoney
1750,2001-12-04,141,398,Debit
1751,2004-11-03,134,1470,Emoney
1752,2015-09-15,130,347,Debit
1753,1997-11-06,11,1966,Debit
1754,2017-03-11,122,1394,Debit
1755,2004-08-17,70,1865,Cash
1756,2008-03-12,130,848,Emoney
1757,2011-12-25,13,428,Debit
1758,2013-10-19,34,5,Debit
1759,2012-12-25,114,1758,Debit
1760,2000-07-21,104,151,Debit
1761,2016-03-21,154,1375,Cash
1762,2002-10-25,163,1300,Debit
1763,2007-12-13,27,1837,Cash
1764,2008-02-15,120,872,Credit
1765,1999-06-02,173,1959,Credit
1766,2009-04-13,20,1078,Cash
1767,2020-06-04,38,23,Debit
1768,2001-11-21,40,418,Cash
1769,2007-01-14,152,12,Debit
1770,2008-12-28,64,1302,Credit
1771,2019-04-15,42,568,Emoney
1772,2017-01-11,59,613,Debit
1773,2010-02-06,72,1393,Credit
1774,2000-10-16,93,1243,Emoney
1775,2011-11-14,40,1386,Debit
1776,2011-09-10,182,1625,Debit
1777,2004-01-11,135,289,Credit
1778,2000-08-08,34,101,Cash
1779,2002-09-07,196,1193,Emoney
1780,2006-09-29,40,58,Emoney
1781,2002-10-31,37,1000,Emoney
1782,1995-12-29,103,369,Credit
1783,2012-10-03,40,1018,Debit
1784,1998-08-16,5,318,Emoney
1785,2001-08-11,76,847,Debit
1786,2014-07-30,35,1165,Debit
1787,1997-09-16,177,1322,Credit
1788,2014-05-26,15,1603,Credit
1789,2014-03-25,49,1574,Credit
1790,1995-08-17,79,898,Debit
1791,2004-05-16,94,204,Cash
1792,2015-02-22,172,1307,Credit
1793,2017-08-17,65,926,Cash
1794,2002-02-08,124,516,Emoney
1795,2003-09-22,22,1273,Emoney
1796,2004-03-17,144,195,Debit
1797,2018-03-31,169,1429,Credit
1798,2018-09-27,198,690,Cash
1799,2014-03-11,57,1547,Cash
1800,1996-05-12,200,492,Emoney
1801,2007-06-11,195,875,Cash
1802,2013-08-16,190,1316,Emoney
1803,2013-06-03,130,836,Credit
1804,2009-06-22,60,466,Credit
1805,1995-12-03,37,1208,Emoney
1806,2007-01-06,25,176,Cash
1807,2017-05-30,94,1792,Debit
1808,2004-01-08,45,1135,Emoney
1809,1995-03-11,127,1606,Cash
1810,2020-05-07,72,494,Cash
1811,2006-04-03,11,122,Cash
1812,1999-04-25,63,1646,Emoney
1813,1995-05-24,97,19,Emoney
1814,2010-08-15,158,1313,Credit
1815,2009-11-09,156,143,Debit
1816,2000-05-27,140,1908,Credit
1817,2003-10-29,98,1505,Cash
1818,2008-08-20,47,1114,Debit
1819,1996-07-12,111,1291,Emoney
1820,2006-08-16,84,1914,Credit
1821,2002-06-25,135,448,Emoney
1822,1995-09-02,173,1898,Emoney
1823,2018-09-29,114,1308,Debit
1824,2001-12-15,95,1754,Credit
1825,1998-12-23,76,499,Credit
1826,2008-01-28,141,523,Credit
1827,2000-05-30,165,1429,Cash
1828,2012-01-23,29,1225,Cash
1829,2020-05-17,44,1609,Emoney
1830,2018-12-12,111,1585,Debit
1831,2001-07-31,69,1230,Emoney
1832,2005-12-20,57,1109,Debit
1833,2007-08-22,163,1733,Cash
1834,2002-06-18,156,585,Cash
1835,2012-12-30,70,179,Credit
1836,2013-11-11,142,27,Debit
1837,2005-09-03,98,1843,Debit
1838,2015-04-15,56,2,Debit
1839,2009-02-17,45,583,Debit
1840,2016-07-06,10,1376,Credit
1841,2004-03-26,88,1093,Credit
1842,2017-04-09,178,288,Emoney
1843,2012-07-01,134,1247,Emoney
1844,1996-04-07,199,1949,Emoney
1845,1998-06-25,23,1352,Debit
1846,2002-12-08,159,536,Cash
1847,2001-01-28,22,500,Credit
1848,2006-02-28,127,412,Debit
1849,1999-04-02,150,1867,Emoney
1850,2009-09-14,178,345,Cash
1851,2010-03-27,75,1908,Credit
1852,1997-04-23,77,1946,Debit
1853,2003-11-15,132,426,Debit
1854,2012-01-21,19,590,Emoney
1855,2009-07-12,162,544,Credit
1856,1997-07-12,179,231,Emoney
1857,2004-02-19,125,871,Debit
1858,2020-02-17,82,1061,Emoney
1859,1998-03-06,99,103,Emoney
1860,2019-07-02,73,435,Cash
1861,2003-02-28,61,1195,Debit
1862,1998-10-05,89,1466,Debit
1863,2006-05-07,140,1920,Credit
1864,2020-12-18,117,129,Cash
1865,1999-01-17,25,834,Debit
1866,1998-01-28,160,879,Emoney
1867,2017-07-11,70,159,Emoney
1868,2008-10-26,58,166,Debit
1869,2011-09-26,48,253,Cash
1870,1996-04-26,38,226,Debit
1871,1995-09-27,196,1963,Credit
1872,2003-08-22,68,285,Debit
1873,2019-10-01,28,828,Debit
1874,2020-09-10,111,420,Emoney
1875,2013-10-01,80,1005,Debit
1876,1999-09-20,131,1383,Cash
1877,2013-01-14,7,1553,Cash
1878,1997-10-05,104,1755,Cash
1879,2003-09-08,56,1822,Debit
1880,2014-12-12,172,972,Credit
1881,2018-03-08,152,1934,Cash
1882,1997-07-15,63,1526,Emoney
1883,2020-01-20,70,1287,Credit
1884,2008-06-22,168,1404,Credit
1885,2011-11-28,102,195,Debit
1886,2012-07-28,87,1131,Emoney
1887,1995-05-01,109,812,Cash
1888,2015-05-20,171,819,Cash
1889,2007-03-01,55,935,Debit
1890,2020-01-13,160,1852,Credit
1891,2004-01-11,153,1937,Debit
1892,2018-03-14,46,1042,Emoney
1893,2004-03-11,65,755,Emoney
1894,2015-11-10,57,1541,Credit
1895,2005-06-16,133,853,Debit
1896,2003-05-11,12,1457,Credit
1897,2017-03-28,147,1254,Debit
1898,2000-02-22,107,1065,Emoney
1899,2007-03-24,88,1560,Credit
1900,2020-12-18,137,467,Cash
1901,2010-03-01,179,1817,Cash
1902,2015-08-22,83,1676,Cash
1903,2016-11-14,46,608,Emoney
1904,2012-02-07,4,1959,Cash
1905,2015-09-03,164,1616,Credit
1906,2002-08-24,44,1504,Credit
1907,2002-09-29,144,1644,Cash
1908,2019-12-17,152,851,Credit
1909,1995-02-26,91,665,Credit
1910,2016-10-28,87,786,Debit
1911,2000-09-14,173,988,Cash
1912,2005-12-15,39,1772,Cash
1913,2009-04-01,81,507,Cash
1914,2009-06-25,143,1063,Emoney
1915,2012-10-13,189,1724,Cash
1916,2004-10-30,144,939,Credit
1917,2016-08-10,122,423,Emoney
1918,2020-05-10,185,591,Debit
1919,2010-03-06,111,1891,Debit
1920,2012-09-30,125,1946,Debit
1921,2016-06-04,147,1904,Emoney
1922,2009-12-29,50,956,Cash
1923,2003-06-22,78,1265,Credit
1924,2006-06-16,179,282,Debit
1925,2013-12-07,195,492,Debit
1926,2018-07-20,95,671,Debit
1927,1995-09-23,10,1588,Cash
1928,2005-07-30,58,1019,Emoney
1929,2019-07-05,155,1796,Cash
1930,1998-04-10,161,1147,Debit
1931,2004-02-23,18,1207,Debit
1932,2004-03-24,2,1848,Credit
1933,1998-09-30,124,1064,Credit
1934,2018-08-01,188,593,Credit
1935,1997-07-15,122,126,Credit
1936,2010-05-09,191,1316,Emoney
1937,1996-06-30,5,502,Cash
1938,2010-08-28,199,343,Debit
1939,2003-07-12,142,1390,Debit
1940,1999-10-17,104,1671,Debit
1941,2011-03-01,64,79,Credit
1942,2020-11-23,55,1124,Debit
1943,2014-02-17,124,939,Credit
1944,2014-06-08,134,1265,Debit
1945,2000-10-08,51,971,Cash
1946,1996-12-06,128,931,Emoney
1947,2019-07-02,199,1050,Debit
1948,2002-12-12,150,1211,Credit
1949,2019-11-06,129,430,Debit
1950,2004-09-12,198,1374,Cash
1951,2001-01-08,45,559,Cash
1952,2005-10-08,159,1594,Emoney
1953,1996-12-20,5,121,Debit
1954,2005-06-15,56,1860,Cash
1955,2011-05-13,166,1526,Credit
1956,2003-10-26,11,1606,Emoney
1957,2000-09-29,59,235,Emoney
1958,2013-11-28,165,973,Emoney
1959,2006-06-14,111,924,Emoney
1960,2006-12-03,88,1085,Emoney
1961,2012-05-29,104,351,Debit
1962,1998-04-20,88,123,Credit
1963,1998-05-31,8,799,Emoney
1964,2002-02-01,67,368,Emoney
1965,2005-02-04,163,1294,Credit
1966,2008-03-15,13,1604,Debit
1967,2008-11-21,189,547,Credit
1968,2013-06-27,75,923,Debit
1969,2020-09-10,169,281,Emoney
1970,1997-12-24,139,1671,Emoney
1971,2016-07-16,166,543,Cash
1972,2012-03-27,68,1904,Credit
1973,2020-12-20,161,679,Emoney
1974,2003-08-13,76,45,Emoney
1975,2007-06-30,80,289,Debit
1976,2005-09-10,123,394,Credit
1977,2010-11-15,171,1688,Credit
1978,2016-04-07,106,1550,Cash
1979,2013-10-10,103,1758,Emoney
1980,1997-12-27,18,50,Cash
1981,1999-10-20,50,1547,Emoney
1982,2017-01-07,142,1417,Credit
1983,2010-04-15,111,1724,Debit
1984,2000-12-30,192,500,Cash
1985,2016-08-31,30,1321,Credit
1986,2002-05-14,146,745,Credit
1987,2015-10-05,145,1737,Credit
1988,1995-10-05,172,170,Debit
1989,2003-12-22,55,552,Emoney
1990,2019-02-12,101,677,Cash
1991,2000-10-06,180,41,Debit
1992,2011-08-19,108,883,Emoney
1993,1996-11-14,114,1758,Cash
1994,1998-08-21,6,493,Cash
1995,2005-02-21,172,69,Cash
1996,2003-07-06,106,1823,Emoney
1997,2016-11-08,40,495,Emoney
1998,2017-11-26,76,185,Credit
1999,2020-06-30,98,1978,Emoney
2000,2006-12-27,129,876,Debit
2001,2000-10-11,130,527,Credit
2002,2015-03-25,186,1235,Credit
2003,2013-09-28,80,616,Emoney
2004,2005-06-17,165,1264,Cash
2005,2007-12-24,2,1370,Credit
2006,2002-12-03,142,172,Cash
2007,2007-07-13,102,1702,Debit
2008,2005-03-07,41,1283,Cash
2009,2007-02-08,102,1400,Cash
2010,1997-11-18,163,851,Credit
2011,2000-06-23,163,1320,Credit
2012,2019-11-08,13,73,Credit
2013,2010-05-10,37,81,Cash
2014,2018-05-15,184,944,Cash
2015,1996-06-28,75,90,Debit
2016,1998-12-21,121,723,Emoney
2017,2005-05-13,180,199,Cash
2018,2002-06-17,6,263,Credit
2019,2015-09-22,82,1698,Credit
2020,2017-05-05,178,736,Credit
2021,1995-11-04,156,1533,Debit
2022,1995-09-08,23,427,Debit
2023,2010-01-20,153,1882,Credit
2024,1998-12-01,84,1897,Debit
2025,1999-04-12,167,1635,Debit
2026,2002-07-17,172,487,Credit
2027,1998-03-05,11,101,Cash
2028,2008-11-18,40,724,Debit
2029,2001-09-25,10,1550,Debit
2030,2004-03-07,65,695,Emoney
2031,2002-05-13,200,1511,Emoney
2032,2020-04-27,170,1918,Debit
2033,2020-11-25,92,583,Debit
2034,2018-09-15,121,203,Emoney
2035,1995-02-18,64,1969,Emoney
2036,2016-12-19,13,241,Cash
2037,2010-06-29,180,1364,Credit
2038,2010-12-26,59,95,Debit
2039,2014-01-31,34,292,Cash
2040,2011-08-19,111,1266,Emoney
2041,2020-11-21,85,462,Credit
2042,2007-11-08,33,694,Debit
2043,2003-02-22,198,1574,Credit
2044,2015-12-18,114,20,Emoney
2045,2012-02-11,99,1133,Emoney
2046,2017-11-15,104,68,Credit
2047,2012-03-28,132,493,Debit
2048,1996-11-23,164,1732,Debit
2049,1997-05-12,63,224,Emoney
2050,2016-02-15,48,1740,Emoney
2051,2013-04-27,84,623,Emoney
2052,1996-05-08,190,208,Cash
2053,2010-05-27,130,466,Emoney
2054,2005-04-29,198,120,Debit
2055,2015-06-17,149,1573,Emoney
2056,2010-07-04,66,692,Debit
2057,1997-04-28,67,831,Cash
2058,2016-07-12,21,252,Emoney
2059,2016-09-05,187,297,Credit
2060,2009-01-31,170,1329,Cash
2061,1995-10-16,182,1448,Emoney
2062,2002-05-08,62,54,Debit
2063,2011-02-10,189,273,Emoney
2064,2006-08-08,119,597,Debit
2065,2015-06-27,97,1757,Emoney
2066,2020-07-22,137,1581,Debit
2067,2006-01-26,108,851,Credit
2068,2014-04-01,182,1969,Cash
2069,2008-06-26,59,1546,Emoney
2070,2011-10-30,108,670,Emoney
2071,1995-06-12,44,410,Emoney
2072,2002-11-21,22,678,Credit
2073,2001-03-14,15,1755,Credit
2074,2016-08-19,16,1385,Cash
2075,2010-06-14,68,1321,Emoney
2076,2001-09-06,184,1505,Cash
2077,2010-02-28,114,1127,Debit
2078,2009-08-18,141,1032,Cash
2079,1999-12-10,7,1772,Cash
2080,1997-07-02,14,1297,Debit
2081,2011-08-08,182,1550,Emoney
2082,2000-05-27,187,2000,Credit
2083,1997-09-28,127,473,Credit
2084,2000-12-03,92,692,Cash
2085,2018-12-21,92,1372,Debit
2086,2018-02-20,87,436,Debit
2087,2000-03-16,50,241,Debit
2088,1995-11-08,175,304,Cash
2089,2019-06-03,104,1244,Debit
2090,2019-08-17,29,1033,Debit
2091,2007-07-23,184,161,Cash
2092,2016-03-01,86,959,Credit
2093,2015-03-26,193,1728,Credit
2094,1999-09-23,149,286,Emoney
2095,2017-03-10,150,1079,Debit
2096,2009-07-14,87,1377,Cash
2097,1998-02-23,161,638,Debit
2098,1998-07-30,108,944,Emoney
2099,2014-04-13,10,850,Credit
2100,1995-08-09,22,681,Credit
2101,2003-04-22,29,723,Credit
2102,2002-10-19,193,679,Emoney
2103,2008-01-02,197,760,Debit
2104,2004-11-20,151,1914,Credit
2105,2010-09-19,119,187,Debit
2106,2001-02-22,153,975,Credit
2107,2009-12-04,28,1188,Debit
2108,2020-08-20,146,803,Emoney
2109,2006-08-24,169,1159,Debit
2110,2000-06-22,21,574,Credit
2111,2019-09-27,17,1698,Credit
2112,2014-07-10,182,1958,Emoney
2113,2007-01-31,112,1594,Credit
2114,2006-05-01,69,1283,Credit
2115,2003-10-26,97,1500,Credit
2116,2001-06-06,144,682,Credit
2117,1997-08-07,49,1750,Debit
2118,2017-11-23,67,1646,Emoney
2119,2002-09-03,190,1076,Emoney
2120,2013-06-02,97,237,Credit
2121,2008-04-26,4,1063,Emoney
2122,2016-05-28,98,1193,Cash
2123,2007-05-23,116,1960,Debit
2124,2012-11-13,180,173,Credit
2125,2016-06-11,117,576,Debit
2126,2019-10-27,162,973,Credit
2127,2014-03-16,74,1401,Emoney
2128,2013-04-23,47,279,Debit
2129,2010-04-14,48,1907,Cash
2130,2005-04-01,100,850,Emoney
2131,2000-01-05,190,260,Emoney
2132,2020-08-10,96,1029,Emoney
2133,2007-06-17,105,880,Cash
2134,2019-09-07,100,704,Cash
2135,2017-01-02,93,959,Emoney
2136,1998-08-14,177,655,Credit
2137,2006-05-18,79,607,Debit
2138,2018-06-18,93,1886,Emoney
2139,1999-06-30,1,1584,Debit
2140,2013-05-05,104,1160,Cash
2141,2016-06-09,1,663,Debit
2142,2017-09-21,11,1999,Emoney
2143,2013-03-28,92,489,Emoney
2144,2011-11-11,10,1365,Credit
2145,2012-01-05,174,1348,Debit
2146,2011-07-26,2,911,Emoney
2147,2006-07-01,196,1043,Credit
2148,2016-04-08,103,1402,Debit
2149,2008-07-24,167,1308,Debit
2150,2003-03-19,113,904,Emoney
2151,2005-10-30,196,1054,Credit
2152,2015-08-09,61,712,Debit
2153,2017-09-02,125,96,Cash
2154,2010-10-31,166,1647,Emoney
2155,2010-03-30,162,614,Emoney
2156,2002-05-04,134,1311,Emoney
2157,2006-09-06,89,1244,Cash
2158,2003-09-15,64,1907,Emoney
2159,2018-07-09,37,172,Emoney
2160,2003-04-09,5,177,Emoney
2161,2009-08-11,11,769,Cash
2162,2012-11-26,157,1264,Credit
2163,2005-02-08,179,1791,Credit
2164,2018-02-23,82,1922,Debit
2165,2014-02-06,102,1397,Emoney
2166,2014-03-14,162,1537,Cash
2167,2017-06-03,131,1517,Debit
2168,2000-10-01,18,646,Debit
2169,2017-10-03,98,1010,Emoney
2170,2017-12-03,181,823,Emoney
2171,2017-07-16,29,119,Debit
2172,1998-06-08,45,1379,Debit
2173,2000-01-27,47,1822,Emoney
2174,1997-01-19,108,124,Credit
2175,2006-03-29,161,181,Emoney
2176,1999-03-19,72,1530,Emoney
2177,2003-10-06,150,937,Emoney
2178,2014-11-11,130,494,Debit
2179,2005-08-10,46,1973,Debit
2180,1996-07-03,50,975,Credit
2181,2006-07-10,67,1692,Cash
2182,1998-05-22,148,1686,Emoney
2183,1995-08-24,68,1868,Debit
2184,2000-12-30,33,1576,Cash
2185,2002-07-26,20,1179,Credit
2186,2010-06-28,94,1277,Debit
2187,2015-06-02,98,1092,Debit
2188,2007-07-12,95,432,Cash
2189,2004-02-26,180,1374,Credit
2190,2016-12-22,56,1701,Debit
2191,2011-11-19,125,963,Cash
2192,2012-07-13,62,1359,Debit
2193,2009-08-06,190,428,Debit
2194,2008-04-13,1,1616,Emoney
2195,2008-01-08,168,706,Credit
2196,2009-01-06,46,269,Cash
2197,1995-07-21,143,1757,Credit
2198,2018-07-17,12,376,Debit
2199,2015-04-09,172,1966,Debit
2200,2006-04-25,153,1237,Emoney
2201,2005-07-27,85,1167,Debit
2202,2018-09-13,140,1061,Debit
2203,2005-03-28,80,1380,Cash
2204,2013-06-30,57,761,Debit
2205,1998-06-12,26,1796,Cash
2206,1998-07-05,77,1494,Debit
2207,2007-11-11,135,1693,Credit
2208,2019-07-12,64,1058,Debit
2209,2006-12-20,75,1795,Emoney
2210,2002-08-26,171,612,Debit
2211,2017-10-13,28,1810,Credit
2212,1999-07-19,157,375,Debit
2213,2002-12-14,52,223,Credit
2214,2000-02-11,164,45,Cash
2215,2009-11-30,150,1458,Credit
2216,2009-08-23,141,79,Credit
2217,2016-12-18,143,855,Emoney
2218,1998-04-24,12,1502,Credit
2219,2000-02-07,85,1833,Cash
2220,2018-10-11,129,1433,Emoney
2221,2008-07-26,150,819,Credit
2222,2013-06-27,93,896,Cash
2223,2010-02-20,57,734,Cash
2224,2010-06-29,160,345,Debit
2225,2017-04-29,131,446,Debit
2226,2020-09-17,25,1887,Emoney
2227,2009-07-24,77,1294,Emoney
2228,2019-01-12,76,1309,Credit
2229,2002-04-03,199,390,Cash
2230,2013-01-09,176,1796,Debit
2231,2006-10-27,10,1287,Debit
2232,2007-02-12,174,1591,Cash
2233,2002-09-30,186,1282,Debit
2234,2009-05-06,3,1515,Debit
2235,2015-08-06,87,534,Credit
2236,2000-02-28,80,1468,Debit
2237,1999-11-25,173,1050,Cash
2238,1998-10-20,93,1540,Credit
2239,2001-11-28,185,627,Cash
2240,2006-01-12,141,1069,Cash
2241,2019-12-16,99,928,Debit
2242,2015-03-02,28,1216,Emoney
2243,2015-10-09,13,407,Credit
2244,2001-09-06,36,1905,Emoney
2245,2018-07-08,119,900,Debit
2246,1999-05-30,142,1627,Credit
2247,2006-03-15,75,378,Debit
2248,2003-06-14,178,1195,Emoney
2249,1995-08-25,121,319,Debit
2250,2001-07-29,91,314,Credit
2251,2008-06-09,167,60,Debit
2252,2006-10-02,94,1355,Cash
2253,1999-04-02,141,201,Cash
2254,1995-03-13,107,532,Credit
2255,2018-01-17,64,603,Credit
2256,2018-04-11,70,1876,Cash
2257,2011-04-27,22,1792,Emoney
2258,2020-01-22,85,794,Emoney
2259,2011-08-31,148,1466,Debit
2260,2007-09-30,46,1541,Emoney
2261,1998-10-23,196,869,Emoney
2262,1997-07-30,77,1973,Cash
2263,2005-11-03,110,1693,Cash
2264,2014-09-23,157,230,Emoney
2265,2004-05-06,85,574,Debit
2266,2000-05-28,36,190,Emoney
2267,1999-05-22,177,1068,Credit
2268,2008-12-01,27,350,Debit
2269,2001-01-01,55,1709,Credit
2270,2005-12-22,137,1448,Cash
2271,2018-06-27,94,1581,Credit
2272,2013-09-12,122,1686,Debit
2273,2002-07-08,4,1278,Emoney
2274,2013-08-01,187,661,Emoney
2275,2000-05-25,100,1279,Debit
2276,2003-11-22,50,117,Emoney
2277,2014-09-01,84,725,Debit
2278,2007-08-07,124,174,Emoney
2279,1997-09-18,19,1913,Cash
2280,2004-08-27,178,1354,Cash
2281,2003-10-23,12,322,Debit
2282,2018-04-14,74,42,Credit
2283,1996-03-13,152,1515,Emoney
2284,2008-08-21,41,424,Credit
2285,1997-06-08,52,1981,Cash
2286,2014-09-13,168,970,Debit
